6.69e-03,5.29e-01,9.64e-01,9.83e-01,9.28e-01,9.60e-01,9.65e-01,9.88e-01,9.76e-01,9.91e-01,9.42e-01,9.76e-01,9.54e-01,8.96e-01,9.77e-01,9.74e-01,8.36e-01,9.43e-01,9.81e-01,9.42e-01,7.05e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
5.29e-01,6.69e-03,9.43e-01,9.76e-01,8.66e-01,9.21e-01,9.34e-01,9.83e-01,9.34e-01,9.75e-01,9.66e-01,9.66e-01,9.57e-01,8.90e-01,9.76e-01,9.35e-01,9.21e-01,8.92e-01,9.72e-01,8.90e-01,9.23e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.64e-01,9.43e-01,6.69e-03,9.67e-01,9.37e-01,8.96e-01,9.37e-01,9.75e-01,9.83e-01,9.53e-01,9.65e-01,8.55e-01,9.56e-01,9.84e-01,6.60e-01,4.52e-01,8.81e-01,9.12e-01,9.68e-01,9.49e-01,9.40e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.83e-01,9.76e-01,9.67e-01,6.69e-03,9.75e-01,9.79e-01,9.85e-01,9.86e-01,9.87e-01,9.88e-01,9.88e-01,9.88e-01,9.83e-01,9.87e-01,9.88e-01,9.84e-01,9.84e-01,9.79e-01,9.79e-01,9.61e-01,9.71e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.28e-01,8.66e-01,9.37e-01,9.75e-01,6.69e-03,9.59e-01,9.20e-01,9.82e-01,9.35e-01,9.78e-01,9.29e-01,9.69e-01,9.59e-01,9.86e-01,9.79e-01,8.99e-01,9.61e-01,9.13e-01,9.34e-01,9.12e-01,8.91e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.60e-01,9.21e-01,8.96e-01,9.79e-01,9.59e-01,6.69e-03,9.62e-01,9.48e-01,8.05e-01,9.05e-01,7.44e-01,7.44e-01,7.69e-01,9.82e-01,8.17e-01,8.92e-01,9.63e-01,9.50e-01,9.83e-01,9.82e-01,9.60e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.65e-01,9.34e-01,9.37e-01,9.85e-01,9.20e-01,9.62e-01,6.69e-03,9.88e-01,8.94e-01,9.49e-01,8.64e-01,8.64e-01,2.52e-01,9.16e-01,8.99e-01,9.43e-01,9.29e-01,9.50e-01,9.64e-01,8.87e-01,9.55e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.88e-01,9.83e-01,9.75e-01,9.86e-01,9.82e-01,9.48e-01,9.88e-01,6.69e-03,9.43e-01,9.77e-01,9.89e-01,9.89e-01,9.89e-01,9.82e-01,9.90e-01,4.68e-01,7.86e-01,5.37e-01,9.82e-01,9.64e-01,9.90e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.76e-01,9.34e-01,9.83e-01,9.87e-01,9.35e-01,8.05e-01,8.94e-01,9.43e-01,6.69e-03,9.57e-01,9.09e-01,9.09e-01,8.70e-01,9.58e-01,9.41e-01,9.40e-01,9.64e-01,9.43e-01,7.45e-01,9.31e-01,9.35e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.91e-01,9.75e-01,9.53e-01,9.88e-01,9.78e-01,9.05e-01,9.49e-01,9.77e-01,9.57e-01,6.69e-03,1.84e-01,1.84e-01,3.22e-01,9.36e-01,3.30e-01,9.62e-01,9.84e-01,9.88e-01,9.84e-01,9.88e-01,9.64e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.42e-01,9.66e-01,9.65e-01,9.88e-01,9.29e-01,7.44e-01,8.64e-01,9.89e-01,9.09e-01,1.84e-01,6.69e-03,6.69e-03,2.42e-02,9.76e-01,2.29e-02,8.77e-01,9.85e-01,9.86e-01,9.81e-01,9.88e-01,9.62e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.76e-01,9.66e-01,8.55e-01,9.88e-01,9.69e-01,7.44e-01,8.64e-01,9.89e-01,9.09e-01,1.84e-01,6.69e-03,6.69e-03,2.42e-02,9.59e-01,2.29e-02,9.71e-01,9.88e-01,9.62e-01,9.74e-01,9.81e-01,6.66e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
9.54e-01,9.57e-01,9.56e-01,9.83e-01,9.59e-01,7.69e-01,2.52e-01,9.89e-01,8.70e-01,3.22e-01,2.42e-02,2.42e-02,6.69e-03,9.50e-01,8.50e-02,9.64e-01,9.60e-01,9.66e-01,9.76e-01,9.73e-01,9.23e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01,9.93e-01
